Table 1
Id,name,ThumbnailImage,species_id,type,generation_id,type__001,type__002,description,generation
749,Mudbray,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/749.png,749,ground,7,ground,,"It has a stubborn, individualistic disposition.
Eating dirt, making mud, and playing in the mire
all form part of its daily routine.",7
750,Mudsdale,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/750.png,750,ground,7,ground,,"Its heavy, mud-covered kicks are its best
means of attack, and it can reduce large trucks
to scrap without breaking a sweat.",7
751,Dewpider,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/751.png,751,"water,bug",7,water,bug,"When it comes across enemies or potential prey,
this Pokémon smashes its
water-bubble-covered head into them.",7
752,Araquanid,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/752.png,752,"water,bug",7,water,bug,"Despite what its appearance suggests, it cares
for others. If it finds vulnerable, weak Pokémon,
it protectively brings them into its water bubble.",7
753,Fomantis,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/753.png,753,grass,7,grass,,"They give off a sweet and refreshing scent.
Cutiefly often gather near the tall grass where
Fomantis are hiding.",7
754,Lurantis,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/754.png,754,grass,7,grass,,"It fires beams from its sickle-shaped petals.
These beams are powerful enough to cleave
through thick metal plates.",7
755,Morelull,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/755.png,755,"grass,fairy",7,grass,fairy,"As it drowses the day away, it nourishes itself
by sucking from tree roots. It wakens at the fall
of night, wandering off in search of a new tree.",7
756,Shiinotic,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/756.png,756,"grass,fairy",7,grass,fairy,"It emits flickering spores that cause drowsiness.
When its prey succumb to sleep, this Pokémon
feeds on them by sucking in their energy.",7
757,Salandit,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/757.png,757,"poison,fire",7,poison,fire,"Volcanoes or dry, craggy places are its home.
It emanates a sweet-smelling poisonous gas
that attracts bug Pokémon, then attacks them.",7
758,Salazzle,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/758.png,758,"poison,fire",7,poison,fire,"Filled with pheromones, its poisonous gas can
be diluted to use in the production of
luscious perfumes.",7
759,Stufful,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/759.png,759,"normal,fighting",7,normal,fighting,"A touch from anyone except a known friend
sends it into a surging frenzy. It’s an incredibly
dangerous Pokémon.",7
760,Bewear,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/760.png,760,"normal,fighting",7,normal,fighting,"This Pokémon has the habit of hugging its
companions. Many Trainers have left this world
after their spines were squashed by its hug.",7
761,Bounsweet,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/761.png,761,grass,7,grass,,"Although it’s too sugary for human consumption,
Bounsweet’s sweat can be watered down into a
juice with just the right amount of sweetness.",7
762,Steenee,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/762.png,762,grass,7,grass,,"This Pokémon is always bouncing around
energetically. Other Pokémon are attracted by
its lively appearance and pleasant aroma.",7
763,Tsareena,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/763.png,763,grass,7,grass,,"A Pokémon known for the beauty of its
well-shaped legs, it sometimes appears as a
mascot in advertisements for beauty salons.",7
764,Comfey,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/764.png,764,fairy,7,fairy,,"Baths prepared with the flowers from its vine
have a relaxing effect, so this Pokémon
is a hit with many people.",7
765,Oranguru,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/765.png,765,"normal,psychic",7,normal,psychic,"Deep in the jungle, high in the lofty canopy, this
Pokémon abides. On rare occasions, it shows up
at the beach to match wits with Slowking.",7
766,Passimian,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/766.png,766,fighting,7,fighting,,"They battle with hard berries for weapons.
Their techniques are passed from the boss to
the group, generation upon generation.",7
767,Wimpod,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/767.png,767,"bug,water",7,bug,water,"Its habitat varies from beaches to seabeds.
A natural scavenger, it will gleefully chow down
on anything edible, no matter how rotten.",7
768,Golisopod,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/768.png,768,"bug,water",7,bug,water,"It battles skillfully with its six arms, but spends
most of its time peacefully meditating in caves
deep beneath the sea.",7
769,Sandygast,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/769.png,769,"ghost,ground",7,ghost,ground,"It takes control of anyone who puts a hand in its
mouth. And so it adds to the accumulation of
its sand-mound body.",7
770,Palossand,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/770.png,770,"ghost,ground",7,ghost,ground,"Buried beneath the castle are masses of
dried-up bones from those whose vitality
it has drained.",7
771,Pyukumuku,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/771.png,771,water,7,water,,"These Pokémon line the beaches. The sticky
mucous that covers their bodies can be used to
soothe sunburned skin. How convenient!",7
772,Type: Null,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/772.png,772,normal,7,normal,,"Due to the danger that this synthetic Pokémon
may go on a rampage, it wears a control mask
to restrain its power.",7
773,Silvally,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/773.png,773,normal,7,normal,,"Although its name was Type: Null at first, the
boy who evolved it into this form gave it the
name by which it is now known.",7
774,Minior,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/774.png,774,"rock,flying",7,rock,flying,"Strong impacts can knock it out of its shell. This
Pokémon was born from mutated nanoparticles.",7
775,Komala,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/775.png,775,normal,7,normal,,"The log it holds was given to it by its parents at
birth. It has also been known to cling to the arm
of a friendly Trainer.",7
776,Turtonator,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/776.png,776,"fire,dragon",7,fire,dragon,"It gushes fire and poisonous gases from its
nostrils. Its dung is an explosive substance and
can be put to various uses.",7
777,Togedemaru,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/777.png,777,"electric,steel",7,electric,steel,"The long hairs on its back act as lightning rods.
The bolts of lightning it attracts are stored as
energy in its electric sac.",7
778,Mimikyu,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/778.png,778,"ghost,fairy",7,ghost,fairy,"A lonely Pokémon, it conceals its terrifying
appearance beneath an old rag so it can get
closer to people and other Pokémon.",7
779,Bruxish,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/779.png,779,"water,psychic",7,water,psychic,"It stuns its prey with psychokinesis and then
grinds them to mush with its strong teeth.
Even Shellder’s shell is no match for it.",7
780,Drampa,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/780.png,780,"normal,dragon",7,normal,dragon,"This Pokémon is friendly to people and loves
children most of all. It comes from deep in the
mountains to play with children it likes in town.",7
781,Dhelmise,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/781.png,781,"ghost,grass",7,ghost,grass,"The soul of seaweed adrift in the waves became
reborn as this Pokémon. It maintains itself with
new infusions of seabed detritus and seaweed.",7
782,Jangmo-o,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/782.png,782,dragon,7,dragon,,"They live in mountains where no trace of
humans can be detected. Jangmo-o grow
little by little as they battle one another.",7
783,Hakamo-o,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/783.png,783,"dragon,fighting",7,dragon,fighting,"It sheds and regrows its scales on a continuous
basis. The scales become harder and sharper
each time they’re regrown.",7
784,Kommo-o,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/784.png,784,"dragon,fighting",7,dragon,fighting,"Its rigid scales function as offense and defense.
In the past, its scales were processed and used
to make weapons and other commodities.",7
785,Tapu Koko,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/785.png,785,"electric,fairy",7,electric,fairy,"It confuses its enemies by flying too quickly for
the eye to follow. It has a hair-trigger temper
but forgets what made it angry an instant later.",7
786,Tapu Lele,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/786.png,786,"psychic,fairy",7,psychic,fairy,"As it flutters about, it scatters its strangely
glowing scales. Touching them is said to restore
good health on the spot.",7
787,Tapu Bulu,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/787.png,787,"grass,fairy",7,grass,fairy,"The guardian deity of Ula’ula is a lazy Pokémon.
It commands plants to immobilize its foes and
then deals them a savage blow with its horns.",7
788,Tapu Fini,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/788.png,788,"water,fairy",7,water,fairy,"The guardian deity of Poni, it can control water.
People say it can create pure water that will
wash away any uncleanness.",7
789,Cosmog,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/789.png,789,psychic,7,psychic,,"In ages past, it was called the child of the stars.
It’s said to be a Pokémon from another world,
but no specific details are known.",7
790,Cosmoem,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/790.png,790,psychic,7,psychic,,"There’s something accumulating around the
black core within its hard shell. People think
this Pokémon may come from another world.",7
791,Solgaleo,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/791.png,791,"psychic,steel",7,psychic,steel,"This Pokémon is said to be a male evolution of
Cosmog. At the activation of its third eye, it
departs for another world.",7
792,Lunala,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/792.png,792,"psychic,ghost",7,psychic,ghost,"Said to live in another world, this Pokémon
devours light, drawing the moonless dark veil of
night over the brightness of day.",7
793,Nihilego,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/793.png,793,"rock,poison",7,rock,poison,"One of the Ultra Beasts. It’s unclear whether or
not this Pokémon is sentient, but sometimes it
can be observed behaving like a young girl.",7
794,Buzzwole,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/794.png,794,"bug,fighting",7,bug,fighting,"A mysterious life-form called an Ultra Beast.
Witnesses saw it pulverize a dump truck with a
single punch.",7
795,Pheromosa,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/795.png,795,"bug,fighting",7,bug,fighting,"One of the Ultra Beasts. It refuses to touch
anything, perhaps because it senses some
uncleanness in this world.",7
796,Xurkitree,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/796.png,796,electric,7,electric,,"It appeared from the Ultra Wormhole. It raided a
power plant, so people think it energizes itself
with electricity.",7
797,Celesteela,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/797.png,797,"steel,flying",7,steel,flying,"One kind of Ultra Beast. Witnesses have seen it
burn down a forest by expelling gas from its
two arms.",7
798,Kartana,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/798.png,798,"grass,steel",7,grass,steel,"One of the Ultra Beast life-forms, it was
observed cutting down a gigantic steel tower
with one stroke of its blade.",7
799,Guzzlord,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/799.png,799,"dark,dragon",7,dark,dragon,"A dangerous Ultra Beast, it appears to be eating
constantly, but for some reason its droppings
have never been found.",7
800,Necrozma,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/800.png,800,psychic,7,psychic,steel,"Light is apparently the source of its energy.
It has an extraordinarily vicious disposition
and is constantly firing off laser beams.",7
801,Magearna,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/801.png,801,"steel,fairy",7,steel,fairy,"Its mechanized body is merely a vessel. Its true
self is its Soul-Heart, an artificial soul.",7
802,Marshadow,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/802.png,802,"fighting,ghost",7,fighting,ghost,"It lurks in the shadows of others, copying their
movements and powers. This Pokémon is craven
and cowering.",7
803,Poipole,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/803.png,803,poison,7,poison,,"This Ultra Beast is well enough liked to be
chosen as a first partner in its own world.",7
804,Naganadel,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/804.png,804,"poison,dragon",7,poison,dragon,"It stores hundreds of liters of poisonous liquid
inside its body. It is one of the organisms known
as UBs.",7
805,Stakataka,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/805.png,805,"rock,steel",7,rock,steel,"It appeared from an Ultra Wormhole. Each one
appears to be made up of many life-forms
stacked one on top of each other.",7
